0,78,1760,26,1311,30,600,24,267,17,0,2,815,4,1327,214,0,0,10,4,0,0,0,0,1,0,0,0,0,0,0,0,617,8,0,0,364,104,33,5,7,1,2,1,1,0,18,0,13,2,6,0,13,0,80,0,10,0,3,0,5850,3,275,2,95,0,455,3,212,1,484,8,1494,23,118,8,576,47,189,26,0,0,57,5,507,3,0,0,565,0,0,0,40,0,0,0,0,6,2,2,2,0,0,0,2,1,4,0,2,4,0,0,0,0,0,0,0,0,0,0,1,0,7,0,25,3,226,13,105,9,24,1,1,0,65,11,29,1,0,1,0,0,5,1,83,9,14,6,16,1,0,0,0,0,22,16,2,0,8,0,1,0,11,2,2,0,0,2,0,2
78,0,20,2449,15,1033,22,972,7,107,0,2,2,1121,214,1397,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,19,199,0,0,175,527,6,17,2,7,3,1,0,0,0,3,2,13,0,1,1,9,0,23,0,2,0,1,209,4544,7,115,6,26,5,1084,1,214,14,135,202,1411,26,90,74,687,13,360,0,0,3,24,13,646,0,1,6,134,0,1,1,1,1,0,0,1,0,6,0,0,0,0,1,0,6,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,1,2,5,6,37,205,13,96,4,25,0,1,14,26,3,11,0,0,0,0,0,2,15,114,1,32,6,30,0,0,0,0,87,18,0,1,0,2,0,0,2,26,1,6,0,2,1,1
1760,20,0,96,4966,62,267,14,321,18,370,11,61,3,2346,92,8,4,2140,83,167,29,16,3,80,1,128,2,102,3,112,0,241,14,0,0,207,36,33,1,4,0,1,1,0,2,1,0,7,0,0,0,2,0,5,0,0,0,0,0,327,1,49,0,6,0,39,0,5,0,288,2,146,2,39,21,291,47,50,10,0,0,21,2,91,1,33,4,59,0,2,0,12,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19,4,44,2,29,1,2,0,0,0,27,4,4,2,1,0,0,0,2,2,23,6,4,1,2,1,19,7,63,89,176,106,2,0,0,0,0,0,3,3,2,0,0,0,0,0
26,2449,96,0,77,5000,15,240,26,305,18,329,1,67,87,2611,15,4,97,2916,17,122,12,25,6,41,0,298,17,117,4,32,31,210,0,0,21,252,3,13,6,6,1,0,0,2,1,1,1,13,0,3,0,6,0,20,0,1,0,5,11,113,0,37,2,7,3,164,0,52,2,93,37,242,40,78,43,419,7,165,0,0,0,12,0,84,4,44,0,57,0,1,0,3,0,1,0,0,0,1,1,0,0,0,0,0,6,0,1,0,3,1,1,0,0,0,0,0,0,0,0,0,0,1,1,12,6,42,4,34,1,6,0,0,5,15,1,8,0,0,0,0,1,1,2,12,0,9,0,11,19,28,48,171,88,267,7,5,0,0,0,1,0,15,0,3,0,0,0,0
1311,15,4966,77,0,102,289,8,1197,26,445,15,102,0,423,77,2,1,573,119,34,7,9,2,25,0,88,2,71,1,344,1,415,20,0,0,80,43,8,6,6,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,158,1,5,0,5,0,67,0,9,0,12,2,15,4,44,3,542,63,67,18,0,0,14,0,79,1,33,3,32,0,3,0,3,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,9,1,23,4,15,2,6,2,0,0,23,3,8,0,0,0,0,0,0,0,28,2,3,1,7,1,3,3,51,87,236,139,0,0,1,0,0,0,2,3,1,1,2,0,1,0
30,1033,62,5000,102,0,9,1009,28,1842,13,937,3,105,103,639,5,5,86,620,7,54,7,12,3,37,0,531,17,135,4,76,21,436,0,0,17,258,3,14,2,10,0,1,0,12,0,0,0,1,0,0,0,0,0,2,0,0,0,4,17,68,1,6,3,1,1,89,0,6,1,9,12,42,65,109,65,756,4,161,0,0,0,14,4,46,6,40,0,15,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,3,23,2,31,0,13,0,9,0,0,7,28,0,9,0,1,0,0,0,1,6,33,0,4,0,7,10,4,30,93,164,274,1,6,0,1,0,0,0,9,0,7,0,0,0,0
600,22,267,15,289,9,0,14,1465,10,0,0,1324,1,434,69,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,947,1,0,0,104,31,1,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,214,3,13,0,6,0,6,1,1,0,7,3,63,1,45,2,86,27,11,7,0,0,4,0,29,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,21,6,8,3,3,0,0,0,10,2,5,1,0,0,0,0,0,0,13,4,3,0,0,0,0,0,0,1,13,13,0,0,0,0,2,0,1,0,1,0,0,0,0,0
24,972,14,240,8,1009,14,0,3,780,0,10,4,1164,92,674,0,0,2,20,0,0,0,0,0,0,0,0,0,0,0,0,10,1413,0,0,15,134,0,3,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15,101,2,3,0,1,1,167,0,3,2,7,31,85,7,118,21,324,3,69,0,0,0,2,2,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5,40,2,18,0,5,0,0,5,20,1,6,0,0,0,1,0,2,2,26,1,8,0,6,0,0,0,2,38,39,0,0,1,1,0,0,0,4,0,5,0,0,0,1
267,7,321,26,1197,28,1465,3,0,14,562,3,106,0,263,25,0,0,198,32,0,3,0,1,0,0,0,0,8,0,2,0,1368,6,0,0,58,30,2,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,1,8,0,1,0,0,1,0,0,6,0,14,0,52,1,402,30,43,3,0,0,1,0,10,0,20,1,4,0,1,0,5,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,4,0,2,0,0,0,14,2,4,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,18,27,119,50,0,0,0,0,0,0,1,0,0,2,0,0,0,0
17,107,18,305,26,1842,10,780,14,0,0,418,4,230,47,448,0,0,15,161,0,1,2,0,0,5,0,3,2,18,0,1,15,1295,0,0,15,144,0,11,1,8,0,0,0,4,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,62,0,5,0,0,0,38,0,3,0,4,4,27,17,140,34,524,2,66,0,0,0,1,1,5,0,8,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,2,19,1,3,0,0,0,0,2,10,0,2,0,0,0,0,0,0,3,17,0,6,0,3,1,0,3,12,29,78,0,0,0,1,0,0,0,3,0,2,0,0,0,0
